NUTS1,dayWeekStart,heart_rate
DE1,2020-05-04,60.43199783709462
DE1,2020-05-11,60.15006864707937
DE1,2020-05-18,60.749041781371005
DE1,2020-05-25,60.399889481836894
DE1,2020-06-01,60.587276241529224
DE1,2020-06-08,60.43534472524111
DE1,2020-06-15,60.510967706511735
DE1,2020-06-22,61.16099946508778
DE1,2020-06-29,60.70462784639098
DE1,2020-07-06,60.50239601528125
DE1,2020-07-13,60.363136684362516
DE1,2020-07-20,61.81207170430615
DE1,2020-07-27,61.870233964404235
DE1,2020-08-03,60.562268998483106
DE1,2020-08-10,60.86543426962956
DE1,2020-08-17,60.44124436578441
DE1,2020-08-24,59.86679000345932
DE1,2020-08-31,60.12766407207478
DE1,2020-09-07,60.64009904530014
DE1,2020-09-14,60.81957239531167
DE1,2020-09-21,60.37690925949868
DE1,2020-09-28,60.61082366891274
DE1,2020-10-05,60.53942133072212
DE1,2020-10-12,60.460772735628886
DE1,2020-10-19,60.679839163098556
DE1,2020-10-26,60.32719768756716
DE1,2020-11-02,60.156910344904986
DE1,2020-11-09,60.17540114167904
DE1,2020-11-16,59.94999397927867
DE1,2020-11-23,60.18906557245643
DE1,2020-11-30,60.51272768226891
DE1,2020-12-07,60.77187588368998
DE1,2020-12-14,60.522672573421694
DE1,2020-12-21,60.452739801109715
DE1,2020-12-28,60.70259161498715
DE1,2021-01-04,60.06066902593036
DE1,2021-01-11,59.847617432668
DE1,2021-01-18,59.89160336406915
DE1,2021-01-25,59.919301194841154
DE1,2021-02-01,59.99685896178698
DE1,2021-02-08,59.80758247541495
DE1,2021-02-15,60.15730787010363
DE1,2021-02-22,59.8939449889181
DE1,2021-03-01,59.71931877388816
DE1,2021-03-08,59.80921713554092
DE1,2021-03-15,59.827813586842375
DE1,2021-03-22,60.152729732602616
DE1,2021-03-29,60.20077160329163
DE1,2021-04-05,60.10201818784513
DE1,2021-04-12,59.9130863583991
DE1,2021-04-19,60.33731388363521
DE1,2021-04-26,59.993334941944795
DE1,2021-05-03,60.141339519838645
DE1,2021-05-10,60.0829773621083
DE1,2021-05-17,59.94656995598199
DE1,2021-05-24,60.17277823270585
DE1,2021-05-31,60.75964409615725
DE1,2021-06-07,60.55662752705696
DE1,2021-06-14,61.313089767040594
DE1,2021-06-21,60.1420090744983
DE1,2021-06-28,59.90260158188044
DE1,2021-07-05,59.89643594865289
DE1,2021-07-12,59.953886180944494
DE1,2021-07-19,60.44831740134067
DE1,2021-07-26,60.019727206818374
DE1,2021-08-02,59.60803813266279
DE1,2021-08-09,60.508766321187395
DE1,2021-08-16,59.76736209386186
DE1,2021-08-23,59.482783365331784
DE1,2021-08-30,60.10861042202976
DE1,2021-09-06,60.42635359622174
DE1,2021-09-13,59.960166679177
DE1,2021-09-20,59.79769900403039
DE1,2021-09-27,59.87690613031278
DE1,2021-10-04,59.7867350526966
DE1,2021-10-11,60.02769146474126
DE1,2021-10-18,60.599347192205606
DE1,2021-10-25,60.88134562792045
DE1,2021-11-01,60.78549151240214
DE1,2021-11-08,60.9012518816328
DE1,2021-11-15,60.892222675552944
DE1,2021-11-22,60.97433566822646
DE1,2021-11-29,61.20195836967735
DE1,2021-12-06,61.231510793308225
DE1,2021-12-13,61.036040675827444
DE1,2021-12-20,61.25897601913837
DE1,2021-12-27,61.62883926707091
DE1,2022-01-03,60.73003657932507
DE1,2022-01-10,60.30379637356318
DE1,2022-01-17,60.22967979758341
DE1,2022-01-24,60.264704897162815
DE1,2022-01-31,60.3846428514836
DE1,2022-02-07,60.40744648561225
DE1,2022-02-14,60.46229220599029
DE1,2022-02-21,60.53759586924282
DE1,2022-02-28,60.657156601449344
DE1,2022-03-07,60.759884585538174
DE1,2022-03-14,60.441026991816614
DE1,2022-03-21,60.70926966910007
DE1,2022-03-28,60.274656485292525
DE1,2022-04-04,60.38953329060609
DE1,2022-04-11,60.66277636256372
DE1,2022-04-18,60.875811736184154
DE2,2020-05-04,60.266090005408024
DE2,2020-05-11,60.03660015446108
DE2,2020-05-18,60.49030798333993
DE2,2020-05-25,59.9798641793314
DE2,2020-06-01,60.44826459279641
DE2,2020-06-08,60.48053811441331
DE2,2020-06-15,60.11167357723183
DE2,2020-06-22,60.9017897623151
DE2,2020-06-29,60.60253232472604
DE2,2020-07-06,60.27384099747437
DE2,2020-07-13,60.161713986454686
DE2,2020-07-20,61.707582170512914
DE2,2020-07-27,61.939127677335414
DE2,2020-08-03,60.34894205251787
DE2,2020-08-10,60.640691663540224
DE2,2020-08-17,60.27918286940799
DE2,2020-08-24,59.75206998473235
DE2,2020-08-31,59.89818838842759
DE2,2020-09-07,60.37804050321795
DE2,2020-09-14,60.501860295396696
DE2,2020-09-21,60.173700928262896
DE2,2020-09-28,60.407947032609854
DE2,2020-10-05,60.30746265179691
DE2,2020-10-12,60.280316525564196
DE2,2020-10-19,60.47649802188238
DE2,2020-10-26,60.13752482136315
DE2,2020-11-02,60.024339403458995
DE2,2020-11-09,60.05125590123738
DE2,2020-11-16,59.831993949124445
DE2,2020-11-23,60.03921673609626
DE2,2020-11-30,60.419066191804234
DE2,2020-12-07,60.68584631301501
DE2,2020-12-14,60.42395100782083
DE2,2020-12-21,60.331005068680774
DE2,2020-12-28,60.607909473326465
DE2,2021-01-04,59.93403321890412
DE2,2021-01-11,59.638134963103575
DE2,2021-01-18,59.76627150258207
DE2,2021-01-25,59.73876471291817
DE2,2021-02-01,59.82367933763041
DE2,2021-02-08,59.71613001908722
DE2,2021-02-15,59.90479121440402
DE2,2021-02-22,59.653261064283825
DE2,2021-03-01,59.490540818265345
DE2,2021-03-08,59.6041109380232
DE2,2021-03-15,59.60695599073993
DE2,2021-03-22,59.9467543118739
DE2,2021-03-29,59.90845406079063
DE2,2021-04-05,59.87431144039798
DE2,2021-04-12,59.686303735611205
DE2,2021-04-19,60.04185537906213
DE2,2021-04-26,59.870657103675434
DE2,2021-05-03,59.878187465792855
DE2,2021-05-10,60.038767484241035
DE2,2021-05-17,59.69858090160199
DE2,2021-05-24,59.869409938116455
DE2,2021-05-31,60.645416280557306
DE2,2021-06-07,60.45773065628116
DE2,2021-06-14,61.14290580393007
DE2,2021-06-21,60.14004608818116
DE2,2021-06-28,59.79809441935244
DE2,2021-07-05,59.7434934362513
DE2,2021-07-12,59.79337548370845
DE2,2021-07-19,60.319493470025385
DE2,2021-07-26,59.99348304046547
DE2,2021-08-02,59.58539868288132
DE2,2021-08-09,60.41506620405078
DE2,2021-08-16,59.64598354027995
DE2,2021-08-23,59.31007734594326
DE2,2021-08-30,59.930552075221605
DE2,2021-09-06,60.28747146755729
DE2,2021-09-13,59.8412610070005
DE2,2021-09-20,59.748508714610956
DE2,2021-09-27,59.75410300817253
DE2,2021-10-04,59.54646664794748
DE2,2021-10-11,59.80343831201401
DE2,2021-10-18,60.38598101005541
DE2,2021-10-25,60.748487272764635
DE2,2021-11-01,60.753187065091865
DE2,2021-11-08,60.82056078855344
DE2,2021-11-15,60.812023854205954
DE2,2021-11-22,60.823696198085436
DE2,2021-11-29,60.9870857884786
DE2,2021-12-06,61.14086876589027
DE2,2021-12-13,60.90292559128573
DE2,2021-12-20,61.091138315157714
DE2,2021-12-27,61.43954387170008
DE2,2022-01-03,60.56885890379781
DE2,2022-01-10,60.10006012698223
DE2,2022-01-17,60.07767155529566
DE2,2022-01-24,60.10041678101578
DE2,2022-01-31,60.264558135588004
DE2,2022-02-07,60.2626515149599
DE2,2022-02-14,60.35112791229427
DE2,2022-02-21,60.391614987489845
DE2,2022-02-28,60.47994632771922
DE2,2022-03-07,60.527380369912784
DE2,2022-03-14,60.28595631616356
DE2,2022-03-21,60.52350824078482
DE2,2022-03-28,60.08187568108267
DE2,2022-04-04,60.14297097785389
DE2,2022-04-11,60.35947700244341
DE2,2022-04-18,60.52798726650961
DE3,2020-05-04,60.68988897297607
DE3,2020-05-11,60.49093661350181
DE3,2020-05-18,60.869746112484044
DE3,2020-05-25,60.75704677372478
DE3,2020-06-01,61.175813996188005
DE3,2020-06-08,61.07509907700333
DE3,2020-06-15,61.13433484969286
DE3,2020-06-22,61.245126178652484
DE3,2020-06-29,60.64577417445892
DE3,2020-07-06,60.05403474571392
DE3,2020-07-13,60.8099176292833
DE3,2020-07-20,61.559748808708456
DE3,2020-07-27,61.74964433760155
DE3,2020-08-03,61.41327458854785
DE3,2020-08-10,61.48887582764458
DE3,2020-08-17,60.93424900193968
DE3,2020-08-24,60.06871007114818
DE3,2020-08-31,60.12543425369634
DE3,2020-09-07,60.60332963146513
DE3,2020-09-14,60.937512339582284
DE3,2020-09-21,60.94037436719173
DE3,2020-09-28,61.033788825439295
DE3,2020-10-05,60.678975059581994
DE3,2020-10-12,60.59592054383839
DE3,2020-10-19,60.79081706082584
DE3,2020-10-26,60.63286458799269
DE3,2020-11-02,60.4485454864595
DE3,2020-11-09,60.346188639872594
DE3,2020-11-16,60.316080540575285
DE3,2020-11-23,60.40212867203671
DE3,2020-11-30,60.73703655551015
DE3,2020-12-07,60.96619247059373
DE3,2020-12-14,60.72740848848986
DE3,2020-12-21,60.702162979334496
DE3,2020-12-28,61.08515004433879
DE3,2021-01-04,60.376867717540584
DE3,2021-01-11,59.99061929231227
DE3,2021-01-18,60.27800714346144
DE3,2021-01-25,60.30645116841235
DE3,2021-02-01,60.2758465950226
DE3,2021-02-08,60.30697331693636
DE3,2021-02-15,60.44104046692927
DE3,2021-02-22,60.21002985076232
DE3,2021-03-01,60.027991567293626
DE3,2021-03-08,60.25977621530668
DE3,2021-03-15,60.2101018479085
DE3,2021-03-22,60.401807301792665
DE3,2021-03-29,60.34896682523451
DE3,2021-04-05,60.29036048403572
DE3,2021-04-12,60.27861733670979
DE3,2021-04-19,60.33928921784365
DE3,2021-04-26,60.23251345876346
DE3,2021-05-03,60.421625361683965
DE3,2021-05-10,60.59886023722825
DE3,2021-05-17,60.28319315772674
DE3,2021-05-24,60.271994880018475
DE3,2021-05-31,61.108701621640215
DE3,2021-06-07,61.10004040951059
DE3,2021-06-14,61.39119548699872
DE3,2021-06-21,60.59356950705193
DE3,2021-06-28,60.41754819590896
DE3,2021-07-05,60.286875037943
DE3,2021-07-12,60.67875525816024
DE3,2021-07-19,60.341606793250726
DE3,2021-07-26,60.496900869995734
DE3,2021-08-02,60.07586590504467
DE3,2021-08-09,60.49144135159707
DE3,2021-08-16,60.1259345153108
DE3,2021-08-23,59.999850996787416
DE3,2021-08-30,60.31308863812346
DE3,2021-09-06,60.74005296068454
DE3,2021-09-13,60.23484338946416
DE3,2021-09-20,60.31819269206222
DE3,2021-09-27,60.41333289474038
DE3,2021-10-04,60.35052767914154
DE3,2021-10-11,60.43413342563291
DE3,2021-10-18,61.03565141667639
DE3,2021-10-25,61.484826894174816
DE3,2021-11-01,61.33083663156795
DE3,2021-11-08,61.354963808204936
DE3,2021-11-15,61.37035940591537
DE3,2021-11-22,61.31003282860948
DE3,2021-11-29,61.510571667670774
DE3,2021-12-06,61.57350442355217
DE3,2021-12-13,61.62587062984068
DE3,2021-12-20,61.55067592256997
DE3,2021-12-27,62.14983692187083
DE3,2022-01-03,61.34832805634458
DE3,2022-01-10,60.734591382599675
DE3,2022-01-17,60.78809706706243
DE3,2022-01-24,60.767919647934804
DE3,2022-01-31,61.1050658417834
DE3,2022-02-07,60.99292875378572
DE3,2022-02-14,61.11498086944405
DE3,2022-02-21,61.12507650098919
DE3,2022-02-28,61.133382284550656
DE3,2022-03-07,61.235630481694166
DE3,2022-03-14,61.145027924261385
DE3,2022-03-21,61.161667577172956
DE3,2022-03-28,60.95012970180449
DE3,2022-04-04,61.26520822126671
DE3,2022-04-11,61.15886476722262
DE3,2022-04-18,61.66294210592397
DE4,2020-05-04,61.24135299133661
DE4,2020-05-11,61.071556083402655
DE4,2020-05-18,61.4942577045558
DE4,2020-05-25,61.39226429370714
DE4,2020-06-01,61.760691035586824
DE4,2020-06-08,61.73494693496979
DE4,2020-06-15,61.59635680980423
DE4,2020-06-22,61.79436626465275
DE4,2020-06-29,61.2341551627855
DE4,2020-07-06,60.7151881347558
DE4,2020-07-13,61.43215859480096
DE4,2020-07-20,62.171801994956404
DE4,2020-07-27,62.27624599687158
DE4,2020-08-03,61.8879638081968
DE4,2020-08-10,61.925519520910356
DE4,2020-08-17,61.35469009160066
DE4,2020-08-24,60.64632624563743
DE4,2020-08-31,60.701635235080545
DE4,2020-09-07,61.30493210368142
DE4,2020-09-14,61.53154554307982
DE4,2020-09-21,61.457325272312765
DE4,2020-09-28,61.600170576433065
DE4,2020-10-05,61.36731362367791
DE4,2020-10-12,61.29309813136873
DE4,2020-10-19,61.558896050838385
DE4,2020-10-26,61.274651444489436
DE4,2020-11-02,61.068649999491804
DE4,2020-11-09,60.969530684223585
DE4,2020-11-16,60.98567311138041
DE4,2020-11-23,61.08064696712018
DE4,2020-11-30,61.358324382392084
DE4,2020-12-07,61.68329074572214
DE4,2020-12-14,61.57209441241164
DE4,2020-12-21,61.5639576477536
DE4,2020-12-28,61.966195918688335
DE4,2021-01-04,61.2924924239218
DE4,2021-01-11,60.85076942816852
DE4,2021-01-18,61.0566969221255
DE4,2021-01-25,61.094374401496665
DE4,2021-02-01,61.203703298253345
DE4,2021-02-08,61.20499606105577
DE4,2021-02-15,61.278770601769416
DE4,2021-02-22,61.07088298594417
DE4,2021-03-01,60.84452190421941
DE4,2021-03-08,61.12775554342793
DE4,2021-03-15,61.12197432197432
DE4,2021-03-22,61.238800807914906
DE4,2021-03-29,61.31863258156886
DE4,2021-04-05,61.3171957141505
DE4,2021-04-12,61.28557875103669
DE4,2021-04-19,61.31594469668582
DE4,2021-04-26,61.34412166743967
DE4,2021-05-03,61.526457994706405
DE4,2021-05-10,61.753082569573074
DE4,2021-05-17,61.31718821228197
DE4,2021-05-24,61.28644749076997
DE4,2021-05-31,62.0694031192724
DE4,2021-06-07,61.98497681180608
DE4,2021-06-14,62.25713022609574
DE4,2021-06-21,61.48794709792038
DE4,2021-06-28,61.272638774459
DE4,2021-07-05,61.11020113670592
DE4,2021-07-12,61.4132154763129
DE4,2021-07-19,61.10058544430399
DE4,2021-07-26,61.28554299678089
DE4,2021-08-02,61.0178928854044
DE4,2021-08-09,61.43592553361136
DE4,2021-08-16,60.98523871614
DE4,2021-08-23,60.91057694499533
DE4,2021-08-30,61.21620796566553
DE4,2021-09-06,61.691042812720966
DE4,2021-09-13,61.00633751978504
DE4,2021-09-20,61.09869500905757
DE4,2021-09-27,61.17793639269049
DE4,2021-10-04,61.15396403273762
DE4,2021-10-11,61.16832520434904
DE4,2021-10-18,61.657249094303076
DE4,2021-10-25,61.727589097695066
DE4,2021-11-01,61.605121113691176
DE4,2021-11-08,61.797664122856084
DE4,2021-11-15,61.59996921420179
DE4,2021-11-22,61.7276480134682
DE4,2021-11-29,62.014938541888895
DE4,2021-12-06,62.188964872301476
DE4,2021-12-13,62.056695511400235
DE4,2021-12-20,61.998131055363885
DE4,2021-12-27,62.64851387912964
DE4,2022-01-03,61.79752336594598
DE4,2022-01-10,61.18255501123061
DE4,2022-01-17,61.28873361537493
DE4,2022-01-24,61.234533519230496
DE4,2022-01-31,61.50548712371922
DE4,2022-02-07,61.474238998673115
DE4,2022-02-14,61.54215196201091
DE4,2022-02-21,61.67640819352888
DE4,2022-02-28,61.502258412541664
DE4,2022-03-07,61.64685305569921
DE4,2022-03-14,61.565333828659156
DE4,2022-03-21,61.63650822426715
DE4,2022-03-28,61.26749331892054
DE4,2022-04-04,61.54542207286513
DE4,2022-04-11,61.663166753473114
DE4,2022-04-18,62.001940058871135
DE5,2020-05-04,60.3518544802916
DE5,2020-05-11,59.973702698638675
DE5,2020-05-18,60.56212182036514
DE5,2020-05-25,60.65028527981772
DE5,2020-06-01,60.693180042034754
DE5,2020-06-08,60.26000360804666
DE5,2020-06-15,60.82963280159637
DE5,2020-06-22,61.13906771961942
DE5,2020-06-29,59.88194962606112
DE5,2020-07-06,59.7685531193748
DE5,2020-07-13,60.7343832659761
DE5,2020-07-20,61.58204755246673
DE5,2020-07-27,61.658908799533805
DE5,2020-08-03,61.54579802227425
DE5,2020-08-10,61.54593186529233
DE5,2020-08-17,60.38949354817171
DE5,2020-08-24,59.691046018970546
DE5,2020-08-31,59.894788401683016
DE5,2020-09-07,60.38618882369821
DE5,2020-09-14,61.0684048398901
DE5,2020-09-21,60.87984338221981
DE5,2020-09-28,60.91040731920325
DE5,2020-10-05,60.71772585319801
DE5,2020-10-12,60.634866489442764
DE5,2020-10-19,60.73342539209616
DE5,2020-10-26,60.64520250127001
DE5,2020-11-02,60.441726046009755
DE5,2020-11-09,60.41140804994464
DE5,2020-11-16,60.30036811553164
DE5,2020-11-23,60.45131395962212
DE5,2020-11-30,60.61698666133314
DE5,2020-12-07,60.954343137482674
DE5,2020-12-14,60.86599633436203
DE5,2020-12-21,60.78533596654402
DE5,2020-12-28,61.314856887762225
DE5,2021-01-04,60.5076416448535
DE5,2021-01-11,60.0111251890217
DE5,2021-01-18,60.307425611754134
DE5,2021-01-25,60.20954573791059
DE5,2021-02-01,60.39131498927648
DE5,2021-02-08,60.31489273358617
DE5,2021-02-15,60.58537084489999
DE5,2021-02-22,60.23624100558859
DE5,2021-03-01,60.009039892691575
DE5,2021-03-08,60.245851592598164
DE5,2021-03-15,60.171852482870904
DE5,2021-03-22,60.19779873953174
DE5,2021-03-29,60.27145729706847
DE5,2021-04-05,60.352542691121826
DE5,2021-04-12,60.63718956482114
DE5,2021-04-19,60.595871234029126
DE5,2021-04-26,60.37786098099729
DE5,2021-05-03,60.52611507453164
DE5,2021-05-10,60.571375962000964
DE5,2021-05-17,60.335835025810276
DE5,2021-05-24,60.269475081032866
DE5,2021-05-31,60.94295943971103
DE5,2021-06-07,60.92453235496294
DE5,2021-06-14,61.24639571624304
DE5,2021-06-21,60.233610153082836
DE5,2021-06-28,60.5268086669115
DE5,2021-07-05,60.69386916502301
DE5,2021-07-12,60.86210317460317
DE5,2021-07-19,60.28723084675465
DE5,2021-07-26,60.427582244799225
DE5,2021-08-02,60.299163901656975
DE5,2021-08-09,60.91978950754461
DE5,2021-08-16,60.59327403987598
DE5,2021-08-23,60.44411669454283
DE5,2021-08-30,60.88381759483454
DE5,2021-09-06,61.13917448788693
DE5,2021-09-13,60.29401000890362
DE5,2021-09-20,60.37932461958436
DE5,2021-09-27,60.587126139582146
DE5,2021-10-04,60.538224814843794
DE5,2021-10-11,60.694221302607374
DE5,2021-10-18,61.25667276058892
DE5,2021-10-25,61.4277078325439
DE5,2021-11-01,61.50649659752155
DE5,2021-11-08,61.39534854333242
DE5,2021-11-15,61.36337939654771
DE5,2021-11-22,61.29066483933187
DE5,2021-11-29,61.581151109886115
DE5,2021-12-06,61.82218494776828
DE5,2021-12-13,61.79198468561214
DE5,2021-12-20,61.63624233045555
DE5,2021-12-27,62.225181507580615
DE5,2022-01-03,61.25562543153905
DE5,2022-01-10,60.703137301974515
DE5,2022-01-17,60.50590842490843
DE5,2022-01-24,60.684343073255036
DE5,2022-01-31,60.90736724573804
DE5,2022-02-07,60.84317008344633
DE5,2022-02-14,61.078125948125944
DE5,2022-02-21,61.02163968146204
DE5,2022-02-28,61.2709878280591
DE5,2022-03-07,61.22981837044337
DE5,2022-03-14,61.10251446470197
DE5,2022-03-21,61.06880920032716
DE5,2022-03-28,60.70089359039537
DE5,2022-04-04,61.257634838280005
DE5,2022-04-11,61.2245557216995
DE5,2022-04-18,61.65871698526193
DE6,2020-05-04,60.089473676708046
DE6,2020-05-11,59.721428720395465
DE6,2020-05-18,60.07227271124793
DE6,2020-05-25,60.19865672834203
DE6,2020-06-01,60.41526981046904
DE6,2020-06-08,60.168420378245095
DE6,2020-06-15,60.53725022695147
DE6,2020-06-22,60.830746143011424
DE6,2020-06-29,59.503201588813035
DE6,2020-07-06,59.34633520054706
DE6,2020-07-13,60.31736172027616
DE6,2020-07-20,60.8137757220114
DE6,2020-07-27,60.93326411544186
DE6,2020-08-03,60.88524282234779
DE6,2020-08-10,60.98522268826194
DE6,2020-08-17,60.02604166587652
DE6,2020-08-24,59.25195049373927
DE6,2020-08-31,59.50972684696421
DE6,2020-09-07,59.69383864828107
DE6,2020-09-14,60.15423140886546
DE6,2020-09-21,60.17343360245304
DE6,2020-09-28,60.2193058259524
DE6,2020-10-05,60.10820627380064
DE6,2020-10-12,60.05582257057166
DE6,2020-10-19,60.15129200568964
DE6,2020-10-26,59.991156072620086
DE6,2020-11-02,59.84040216418759
DE6,2020-11-09,59.60838685602848
DE6,2020-11-16,59.49291387038535
DE6,2020-11-23,59.60763553372362
DE6,2020-11-30,59.90236989303736
DE6,2020-12-07,60.157348854170365
DE6,2020-12-14,60.02510760467765
DE6,2020-12-21,59.88695349659594
